60,59,56,0
60,59,55,0
60,59,54,0
60,59,49,0
60,59,48,0
60,59,38,0
60,59,37,0
60,59,35,0
60,59,32,0
60,59,14,0
60,59,3,0
60,58,56,0
60,58,54,0
60,58,51,0
60,58,47,0
60,58,45,0
60,58,43,0
60,58,41,0
60,58,35,0
60,58,31,0
60,58,30,0
60,58,29,0
60,58,28,0
60,58,25,0
60,58,24,0
60,58,23,0
60,58,22,0
60,58,21,0
60,58,17,0
60,58,10,0
60,58,8,0
60,58,7,0
60,58,5,0
60,58,4,0
60,58,1,0
60,57,53,0
60,57,51,0
60,57,49,0
60,57,46,0
60,57,45,0
60,57,42,0
60,57,40,0
60,57,37,0
60,57,32,0
60,57,28,0
60,57,27,0
60,57,26,0
60,57,19,0
60,57,7,0
60,57,6,0
60,57,5,0
60,57,4,0
60,57,1,0
60,56,53,0
60,56,51,0
60,56,49,0
60,56,47,0
60,56,44,0
60,56,42,0
60,56,40,0
60,56,38,0
60,56,35,0
60,56,33,0
60,56,32,0
60,56,31,0
60,56,30,0
60,56,28,0
60,56,27,0
60,56,22,0
60,56,21,0
60,56,20,0
60,56,19,0
60,56,16,0
60,56,15,0
60,56,14,0
60,56,13,0
60,56,11,0
60,56,9,0
60,56,5,0
60,56,3,0
60,55,51,0
60,55,47,0
60,55,45,0
60,55,44,0
60,55,42,0
60,55,41,0
60,55,40,0
60,55,39,0
60,55,35,0
60,55,34,0
60,55,33,0
60,55,27,0
60,55,25,0
60,55,24,0
60,55,22,0
60,55,21,0
60,55,20,0
60,55,18,0
60,55,17,0
60,55,16,0
60,55,11,0
60,55,10,0
60,55,6,0
60,55,5,0
60,55,4,0
60,55,1,0
60,54,53,0
60,54,51,0
60,54,46,0
60,54,38,0
60,54,35,0
60,54,33,0
60,54,27,0
60,54,19,0
60,54,18,0
60,54,17,0
60,54,16,0
60,54,15,0
60,54,13,0
60,54,9,0
60,54,5,0
60,54,4,0
60,54,2,0
60,53,50,0
60,53,49,0
60,53,43,0
60,53,42,0
60,53,39,0
60,53,33,0
60,53,29,0
60,53,28,0
60,53,24,0
60,53,19,0
60,53,18,0
60,53,7,0
60,53,1,0
60,52,49,0
60,52,48,0
60,52,45,0
60,52,43,0
60,52,41,0
60,52,34,0
60,52,31,0
60,52,28,0
60,52,26,0
60,52,19,0
60,52,15,0
60,52,11,0
60,52,5,0
60,51,46,0
60,51,43,0
60,51,41,0
60,51,36,0
60,51,28,0
60,51,24,0
60,51,18,0
60,51,17,0
60,51,16,0
60,51,5,0
60,51,3,0
60,50,49,0
60,50,44,0
60,50,41,0
60,50,35,0
60,50,32,0
60,50,30,0
60,50,28,0
60,50,27,0
60,50,22,0
60,50,17,0
60,50,16,0
60,50,14,0
60,50,11,0
60,50,3,0
60,50,2,0
60,50,1,0
60,49,48,0
60,49,46,0
60,49,45,0
60,49,44,0
60,49,43,0
60,49,42,0
60,49,41,0
60,49,38,0
60,49,35,0
60,49,27,0
60,49,26,0
60,49,24,0
60,49,23,0
60,49,22,0
60,49,21,0
60,49,19,0
60,49,18,0
60,49,17,0
60,49,16,0
60,49,14,0
60,49,11,0
60,49,9,0
60,49,5,0
60,49,3,0
60,49,2,0
60,49,1,0
60,48,42,0
60,48,41,0
60,48,40,0
60,48,38,0
60,48,37,0
60,48,35,0
60,48,34,0
60,48,33,0
60,48,32,0
60,48,27,0
60,48,19,0
60,48,15,0
60,48,10,0
60,48,7,0
60,48,5,0
60,48,3,0
60,47,46,0
60,47,45,0
60,47,38,0
60,47,21,0
60,47,17,0
60,47,14,0
60,47,12,0
60,47,11,0
60,47,8,0
60,47,7,0
60,47,6,0
60,47,2,0
60,47,1,0
60,46,43,0
60,46,39,0
60,46,37,0
60,46,35,0
60,46,34,0
60,46,26,0
60,46,25,0
60,46,18,0
60,46,15,0
60,46,9,0
60,46,4,0
60,46,2,0
60,45,43,0
60,45,36,0
60,45,32,0
60,45,31,0
60,45,30,0
60,45,29,0
60,45,27,0
60,45,23,0
60,45,22,0
60,45,21,0
60,45,7,0
60,45,5,0
60,45,3,0
60,45,1,0
60,44,31,0
60,44,28,0
60,44,26,0
60,44,24,0
60,44,23,0
60,44,21,0
60,44,19,0
60,44,15,0
60,44,13,0
60,44,11,0
60,44,5,0
60,44,2,0
60,44,1,0
60,43,40,0
60,43,38,0
60,43,35,0
60,43,32,0
60,43,29,0
60,43,27,0
60,43,26,0
60,43,24,0
60,43,22,0
60,43,21,0
60,43,20,0
60,43,17,0
60,43,16,0
60,43,13,0
60,43,10,0
60,43,5,0
60,42,37,0
60,42,36,0
60,42,30,0
60,42,28,0
60,42,27,0
60,42,22,0
60,42,18,0
60,42,13,0
60,42,11,0
60,42,8,0
60,42,2,0
60,41,37,0
60,41,36,0
60,41,33,0
60,41,32,0
60,41,29,0
60,41,20,0
60,41,19,0
60,41,6,0
60,41,5,0
60,41,2,0
60,40,38,0
60,40,31,0
60,40,29,0
60,40,28,0
60,40,23,0
60,40,22,0
60,40,21,0
60,40,18,0
60,40,17,0
60,40,15,0
60,40,11,0
60,40,7,0
60,40,2,0
60,39,32,0
60,39,30,0
60,39,21,0
60,39,17,0
60,39,15,0
60,39,5,0
60,39,3,0
60,39,1,0
60,38,37,0
60,38,33,0
60,38,32,0
60,38,30,0
60,38,28,0
60,38,24,0
60,38,20,0
60,38,19,0
60,38,16,0
60,38,12,0
60,38,2,0
60,38,1,0
60,37,35,0
60,37,30,0
60,37,26,0
60,37,25,0
60,37,24,0
60,37,18,0
60,37,17,0
60,37,13,0
60,37,10,0
60,37,8,0
60,37,6,0
60,36,35,0
60,36,34,0
60,36,33,0
60,36,31,0
60,36,26,0
60,36,24,0
60,36,22,0
60,36,20,0
60,36,19,0
60,36,16,0
60,36,12,0
60,36,7,0
60,35,34,0
60,35,32,0
60,35,31,0
60,35,29,0
60,35,28,0
60,35,27,0
60,35,25,0
60,35,24,0
60,35,23,0
60,35,22,0
60,35,19,0
60,35,17,0
60,35,11,0
60,35,8,0
60,35,7,0
60,35,6,0
60,35,5,0
60,34,28,0
60,34,27,0
60,34,19,0
60,34,17,0
60,34,15,0
60,34,14,0
60,34,11,0
60,34,8,0
60,34,3,0
60,34,2,0
60,33,31,0
60,33,29,0
60,33,28,0
60,33,22,0
60,33,21,0
60,33,17,0
60,33,15,0
60,33,8,0
60,33,7,0
60,33,5,0
60,32,31,0
60,32,27,0
60,32,26,0
60,32,22,0
60,32,18,0
60,32,17,0
60,32,16,0
60,32,15,0
60,32,14,0
60,32,9,0
60,32,7,0
60,32,2,0
60,31,28,0
60,31,26,0
60,31,24,0
60,31,22,0
60,31,21,0
60,31,19,0
60,31,17,0
60,31,14,0
60,31,11,0
60,31,10,0
60,31,9,0
60,31,8,0
60,31,5,0
60,31,4,0
60,31,2,0
60,30,26,0
60,30,22,0
60,30,16,0
60,29,28,0
60,29,27,0
60,29,19,0
60,29,16,0
60,29,14,0
60,29,13,0
60,29,12,0
60,29,11,0
60,29,10,0
60,29,9,0
60,29,5,0
60,28,25,0
60,28,24,0
60,28,21,0
60,28,18,0
60,28,17,0
60,28,15,0
60,28,13,0
60,28,12,0
60,28,9,0
60,28,7,0
60,28,6,0
60,28,4,0
60,28,2,0
60,27,26,0
60,27,25,0
60,27,24,0
60,27,23,0
60,27,22,0
60,27,19,0
60,27,17,0
60,27,9,0
60,27,3,0
60,27,1,0
60,26,22,0
60,26,21,0
60,26,20,0
60,26,17,0
60,26,16,0
60,26,15,0
60,26,12,0
60,26,10,0
60,26,9,0
60,26,8,0
60,26,7,0
60,26,4,0
60,26,3,0
60,25,19,0
60,25,17,0
60,25,16,0
60,25,15,0
60,25,6,0
60,25,2,0
60,24,17,0
60,24,9,0
60,24,7,0
60,24,4,0
60,24,2,0
60,23,21,0
60,23,15,0
60,23,11,0
60,23,9,0
60,23,7,0
60,22,19,0
60,22,15,0
60,22,11,0
60,22,4,0
60,22,1,0
60,21,19,0
60,21,17,0
60,21,15,0
60,21,12,0
60,21,11,0
60,21,10,0
60,21,7,0
60,21,6,0
60,21,5,0
60,21,4,0
60,21,3,0
60,20,14,0
60,20,10,0
60,20,8,0
60,20,7,0
60,19,17,0
60,19,15,0
60,19,11,0
60,19,8,0
60,19,7,0
60,19,2,0
60,18,17,0
60,18,16,0
60,18,10,0
60,18,7,0
60,18,5,0
60,18,3,0
60,17,13,0
60,17,11,0
60,17,9,0
60,17,6,0
60,17,5,0
60,16,14,0
60,16,11,0
60,16,4,0
60,16,2,0
60,15,13,0
60,15,5,0
60,15,1,0
60,14,12,0
60,14,10,0
60,14,9,0
60,14,8,0
60,14,7,0
60,13,11,0
60,13,5,0
60,12,11,0
60,12,3,0
60,11,7,0
60,11,4,0
60,11,3,0
60,11,2,0
60,10,1,0
60,9,6,0
60,9,1,0
60,8,7,0
60,8,6,0
60,8,5,0
60,8,2,0
60,8,1,0
60,7,1,0
60,6,1,0
60,5,2,0
60,4,3,0
60,3,2,0
60,3,1,0
60,2,1,0
59,58,54,0
59,58,44,0
59,58,40,0
59,58,39,0
59,58,36,0
59,58,34,0
59,58,29,0
59,58,27,0
59,58,26,0
59,58,24,0
59,58,19,0
59,58,18,0
59,58,17,0
59,58,13,0
59,58,12,0
59,58,11,0
59,58,9,0
59,58,8,0
59,58,3,0
59,58,1,0
59,57,56,0
59,57,48,0
59,57,36,0
59,57,32,0
59,57,21,0
59,57,3,0
59,57,2,0
59,57,1,0
59,56,55,0
59,56,48,0
59,56,44,0
59,56,40,0
59,56,36,0
59,56,34,0
59,56,32,0
59,56,31,0
59,56,29,0
59,56,26,0
59,56,22,0
59,56,20,0
59,56,19,0
59,56,14,0
59,56,10,0
59,56,9,0
59,56,1,0
59,55,54,0
59,55,53,0
59,55,51,0
59,55,49,0
59,55,48,0
59,55,39,0
59,55,29,0
59,55,25,0
59,55,23,0
59,55,20,0
59,55,19,0
59,55,18,0
59,55,15,0
59,55,10,0
59,55,9,0
59,55,7,0
59,55,6,0
59,55,5,0
59,55,4,0
59,55,2,0
59,54,52,0
59,54,48,0
59,54,45,0
59,54,42,0
59,54,41,0
59,54,40,0
59,54,39,0
59,54,38,0
59,54,35,0
59,54,33,0
59,54,31,0
59,54,25,0
59,54,23,0
59,54,11,0
59,54,3,0
59,53,52,0
59,53,49,0
59,53,42,0
59,53,37,0
59,53,20,0
59,53,16,0
59,53,15,0
59,53,11,0
59,53,7,0
59,53,5,0
59,53,2,0
59,52,50,0
59,52,46,0
59,52,41,0
59,52,35,0
59,52,34,0
59,52,32,0
59,52,30,0
59,52,29,0
